text,sentiment,text_indexes
bored well its not like any one can see this i havent got any friends,2,"[270, 70, 24, 27, 37, 170, 52, 65, 66, 31, 2, 283, 46, 170, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i hear you it pisses me off haha,2,"[2, 257, 8, 9, 5690, 16, 86, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i also concede to my first twitter grammar fail,2,"[2, 240, 1, 3, 6, 177, 106, 6836, 528, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
awh thats not good get better soon,2,"[3502, 95, 27, 30, 35, 128, 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
call awww i wish i could but i have no talking minutes,0,"[289, 429, 2, 109, 2, 135, 20, 2, 17, 38, 477, 489, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
this hole twitter thing is new too me its not letting me change my picture so your stuvk with the wee stpid thing for now,2,"[31, 2362, 106, 158, 10, 72, 44, 16, 24, 27, 1886, 16, 470, 6, 494, 18, 41, 14013, 22, 4, 1391, 14014, 158, 12, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i follow u lol,0,"[2, 235, 57, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
u no there was no point pointing it out yesterday and ppl had  wait til midnight they were kinda pissed,2,"[57, 38, 67, 28, 38, 723, 4519, 9, 33, 296, 7, 692, 64, 148, 500, 1392, 85, 120, 416, 1437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
so freaking tired its like my body refuses to move,2,"[18, 1198, 192, 24, 37, 6, 939, 3360, 3, 536, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lol very much appreciated so excited,1,"[54, 121, 80, 2623, 18, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
happy mothers day to all of the woman and the men who made them mothers,1,"[51, 77, 23, 3, 29, 13, 4, 1239, 7, 4, 1020, 173, 203, 126, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i do hope many of my new followers are from around sydney australia welcome to my tweets anyway,1,"[2, 42, 93, 342, 13, 6, 72, 389, 36, 50, 287, 1363, 1256, 363, 3, 6, 452, 612, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
wonderful weekend i love my family friends because they are awesome happy mothers day to all the mommies ,1,"[526, 140, 2, 43, 6, 320, 186, 185, 85, 36, 152, 51, 77, 23, 3, 29, 4, 1448, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
endlessly fascinated by the dual engine monitor in this cab then it reminds me of sustainability fail sorry next gen,2,"[9085, 19764, 119, 4, 4661, 5306, 2912, 11, 31, 3135, 102, 9, 1574, 16, 13, 19765, 528, 114, 143, 19766, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
well looks like hurdle is out,0,"[70, 238, 37, 9267, 10, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
twitter you just fail at life sometimes oh well ,2,"[106, 8, 21, 528, 26, 187, 557, 82, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
my house is so sad looking without all of the furniture air mattressing it for  nights and then im officially moved from knoxville,2,"[6, 210, 10, 18, 112, 221, 339, 29, 13, 4, 3231, 869, 1, 9, 12, 945, 7, 102, 14, 867, 956, 50, 7377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i did argue with byron because he said im fat,2,"[2, 123, 5974, 22, 14103, 185, 113, 253, 14, 1299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
unstable broadband and electricity taking toll on my mental stability,2,"[1, 4067, 7, 4948, 427, 6064, 15, 6, 4225, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
youre welcome and youre welcome,1,"[144, 363, 7, 144, 363, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
greeting you all a happy mothers day,1,"[4818, 8, 29, 5, 51, 77, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
just cried all the way through the final episode of er and the previously on er documentary about it,2,"[21, 1070, 29, 4, 136, 370, 4, 652, 673, 13, 1523, 7, 4, 6848, 15, 1523, 5538, 62, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
thanks for viewing my portfolio  ill be updating it sometimes will keep u updated,1,"[84, 12, 4339, 6, 2371, 100, 25, 1875, 9, 557, 60, 248, 57, 1536, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
staying afterschool today not that i have any friends on here but if i did id tell em to text me lol likin us ,1,"[955, 1, 48, 27, 19, 2, 17, 170, 186, 15, 88, 20, 68, 2, 123, 281, 271, 701, 3, 639, 16, 54, 1, 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
is it in crowntown i think i may just meet you there let me get ready and ill let you know,0,"[10, 9, 11, 1, 2, 74, 2, 188, 21, 423, 8, 67, 231, 16, 35, 216, 7, 100, 231, 8, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ive had a sore throat since monday morning im just sick of it hurtin and i want some freakin sleep,2,"[130, 64, 5, 596, 800, 286, 249, 98, 14, 21, 183, 13, 9, 6787, 7, 2, 73, 69, 1094, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
well there goes that shirt haha,0,"[70, 67, 543, 19, 915, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
omg im a murdere i accidently just killed a spider,0,"[252, 14, 5, 19828, 2, 9945, 21, 1142, 5, 2500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
have been writing since pm i only have  words cant help but edit as i write stop it self oh ive also been researching too,0,"[17, 96, 535, 286, 530, 2, 108, 17, 748, 49, 311, 20, 2909, 76, 2, 617, 353, 9, 1165, 82, 130, 240, 96, 5179, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
my mom is a nurse practitionerspent entire life devoted to the field the good ones deserve to be recognized ill follow her,1,"[6, 175, 10, 5, 3899, 1, 1215, 187, 1, 3, 4, 1896, 4, 30, 516, 1472, 3, 25, 9858, 100, 235, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
feeling sorry for ian he broke up with his gf i feel reali sad cos he feels down wish i can give him a huge hug right now,0,"[194, 114, 12, 3368, 113, 474, 34, 22, 171, 2466, 2, 101, 1, 112, 862, 113, 495, 162, 109, 2, 65, 330, 147, 5, 754, 813, 116, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 week and  one day to go,0,"[132, 7, 52, 23, 3, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
going to bed watching a bit of qi wake up tomorrow to face the start of my last summer in bath bit gutted atm to be home,2,"[47, 3, 141, 145, 5, 241, 13, 6920, 602, 34, 107, 3, 502, 4, 267, 13, 6, 91, 321, 11, 1894, 241, 970, 1435, 3, 25, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lol hell yes im keen were going skiing at treble cone sometime this winter,1,"[54, 395, 161, 14, 2878, 120, 47, 15699, 26, 15700, 7582, 1758, 31, 1729, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
oh me still hasnt got around to starting it,0,"[82, 16, 79, 1268, 46, 287, 3, 503, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
iaaam good wanna get out of the office,1,"[1172, 30, 199, 35, 33, 13, 4, 420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
too busy at work today to trash the cubes of vacationing team members,0,"[44, 443, 26, 45, 48, 3, 3815, 4, 8191, 13, 12979, 946, 2626, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
im going to miss khyy so much,2,"[14, 47, 3, 89, 13515, 18, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i got so much gray hair all of a sudden i just ordered me some garnier roasted coffee from drugstorecom well see how that goes,0,"[2, 46, 18, 80, 2077, 315, 29, 13, 5, 2078, 2, 21, 1350, 16, 69, 12082, 7877, 346, 50, 12083, 70, 66, 78, 19, 543, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
had a brill night out with the girls met terry christian at tv he was really lovely home to berocca and toast,1,"[64, 5, 16273, 71, 33, 22, 4, 472, 965, 4612, 1778, 26, 426, 113, 28, 59, 412, 75, 3, 16274, 7, 1508, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
collins im not sure i understand how this twitter thing works,0,"[9657, 14, 27, 176, 2, 794, 78, 31, 106, 158, 698, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
no im working on it all day monday will try to remember to email but if youre smart youll remind me,1,"[38, 14, 167, 15, 9, 29, 23, 249, 60, 256, 3, 486, 3, 539, 20, 68, 144, 2172, 621, 2272, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
internet stopped working right in the middle me quantum leap grr,2,"[442, 935, 167, 116, 11, 4, 878, 16, 1, 9200, 1696, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
at the park its raining,0,"[26, 4, 707, 24, 549, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
home until tomorrow did my running and spinning now time for chiropractor laundry shopping and visiting family missing nathan,2,"[75, 274, 107, 123, 6, 534, 7, 2997, 32, 56, 12, 7497, 1379, 447, 7, 2123, 320, 361, 3672, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
my dog roscoe died yestarday and im so sad,2,"[6, 487, 8846, 656, 19130, 7, 14, 18, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i would prefer  more monday,0,"[2, 105, 1862, 83, 249, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
prolly e i cant think of anything else and im unfortunately not a singtel customer,2,"[3639, 837, 2, 49, 74, 13, 308, 430, 7, 14, 697, 27, 5, 1, 2930, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
yu th trang naaay xem  recommended by,0,"[2452, 263, 1, 1, 1, 4594, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
hey honey bunny here big bunny hugs,1,"[157, 1431, 1798, 88, 239, 1798, 653, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 all over the place it was boo dual voice challenge was too challenging,0,"[29, 138, 4, 391, 9, 28, 459, 4661, 1079, 2137, 28, 44, 8882, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
oh and cali plans are a go i might get to see da too and shes my hero and rocks my socks,1,"[82, 7, 1839, 702, 36, 5, 39, 2, 314, 35, 3, 66, 691, 44, 7, 344, 6, 1479, 7, 1192, 6, 2349, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
oh i forgot to eat grumble grumble,2,"[82, 2, 435, 3, 374, 8131, 8131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
is excited about taylor swift on wednesday,1,"[10, 302, 62, 1099, 2390, 15, 1078, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ha yea you are so not allowed days of rest way too many interesting ideas to incorporate into tweetdeck,1,"[387, 561, 8, 36, 18, 27, 1285, 149, 13, 492, 136, 44, 342, 663, 1441, 3, 9181, 220, 1218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i love your music especially the fight thats a awsome song by far,1,"[2, 43, 41, 326, 793, 4, 1295, 95, 5, 2023, 280, 119, 367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i shouldnt have left,2,"[2, 1136, 17, 223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
just home from work need to continue packing raerae is gone for the weekend mya and i are hanging out,0,"[21, 75, 50, 45, 94, 3, 1626, 966, 19491, 10, 285, 12, 4, 140, 7133, 7, 2, 36, 860, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
buying pretty shiny beads and things i feel quite girlish ,0,"[1148, 219, 1860, 10663, 7, 246, 2, 101, 463, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
is coming to the end of his first shift  local,0,"[10, 291, 3, 4, 369, 13, 171, 177, 1228, 1409, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
cant wait for daughtrys new album ack two more months,1,"[49, 148, 12, 1, 72, 736, 3208, 255, 83, 579, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
not really all in all if im not mistaken mga less than k each lng ang gastos namen,0,"[27, 59, 29, 11, 29, 68, 14, 27, 18318, 9640, 608, 174, 729, 807, 9641, 2056, 18319, 18320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i signed up for an account on a political website so i could post a comment but it isnt working,2,"[2, 2376, 34, 12, 87, 610, 15, 5, 5066, 1009, 18, 2, 135, 464, 5, 895, 20, 9, 304, 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
heidi just finished her set at stiff kitten with aundy,0,"[9196, 21, 365, 99, 586, 26, 9197, 3281, 22, 16395, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ahh im so confused what can i do i dont wanna run away but can i really handle a real relationship what is love anyways false hope,2,"[725, 14, 18, 1425, 58, 65, 2, 42, 2, 40, 199, 479, 234, 20, 65, 2, 59, 2251, 5, 414, 4215, 58, 10, 43, 1121, 4548, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
if my phone dies i will die too,2,"[68, 6, 204, 3206, 2, 60, 805, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
